,state,country,lat,long,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20
0,,Afghanistan,33.0,65.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,5,7,7,7,11,16,20,21,21,21,23,23,38,38,72,80,88,104,104,114,164,165,228,257,265,282,327,338,391,401,437,474,505,557,612,651,716,756,777,791,832,855,906,970,1058,1120,1228,1274,1426,1542,1627,1847,1957,2066,2274
1,,Albania,41.1533,20.1683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,11,22,32,37,41,50,54,57,62,68,72,85,98,108,124,151,147,156,169,168,176,177,185,198,214,237,240,230,224,221,211,213,206,212,203,218,215,230,220,222,231,238,251,251,257,282,288,286,289,281,272,263,239,233
2,,Algeria,28.0339,1.6596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,5,12,12,17,17,19,20,20,20,15,16,22,32,38,44,55,46,47,92,119,148,221,216,313,354,394,449,512,626,728,839,1004,1031,1078,1160,1162,1130,1084,1100,1090,1030,1069,1053,1116,1137,1208,1273,1207,1235,1267,1304,1245,1304,1358,1449,1527,1561,1702,1777,1880,1964,2075
3,,Andorra,42.5063,1.5218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,38,38,52,74,87,111,131,162,186,220,263,304,327,352,354,366,403,407,428,457,473,484,489,500,504,504,481,489,500,471,471,470,464,442,432,398,377,353,347,354,354,318,304,278,235,234,231,210
4,,Angola,-11.2027,17.8739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,3,3,4,4,5,5,5,4,5,5,5,6,10,12,13,15,15,15,13,13,13,12,12,12,12,16,16,16,16,17,17,17,17,18,19,19,18,18,17,22,22
5,,Antigua and Barbuda,17.0608,-61.7964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,3,3,3,7,7,7,7,7,7,7,9,15,15,15,15,18,17,17,17,19,19,21,18,18,17,17,17,17,17,13,11,11,10,10,10,10,10,10,10,7,7,7
6,,Argentina,-38.4161,-63.6167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,8,11,11,16,18,18,29,31,42,53,63,74,91,122,151,259,294,329,327,430,504,600,654,569,787,778,841,960,1129,1127,1181,1234,1294,1358,1518,1452,1584,1596,1616,1736,1825,1880,1944,1998,2068,2044,2120,2351,2455,2565,2593,2666,2758,2879,2954,3015,3124,3183
7,,Armenia,40.0691,45.0382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,4,8,18,26,52,77,83,114,135,159,192,233,235,249,271,300,376,391,449,499,536,623,686,720,758,763,758,758,773,776,781,803,814,786,797,783,780,705,726,737,768,816,840,841,846,885,931,971,1002,1105,1138,1230,1316
8,Australian Capital Territory,Australia,-35.4735,149.0124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,4,6,9,19,32,39,39,52,61,69,75,75,76,75,75,72,73,66,54,54,57,51,42,42,42,41,29,28,18,19,12,12,10,9,8,8,5,5,4,3,2,2,0,0,0,0
9,New South Wales,Australia,-33.8688,151.2093,0,0,0,0,3,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,9,17,17,21,23,32,42,49,59,59,86,106,128,165,202,258,298,343,426,659,659,807,1018,1208,1394,1605,1779,2020,2020,2169,2284,2373,2477,2560,2615,2661,2709,2748,2796,2830,2829,2834,2841,2857,2868,1521,1531,1552,1558,1188,1019,939,893,768,760,743,711,692,691,696,687,663
10,Northern Territory,Australia,-12.4634,130.8456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,3,3,5,5,6,6,12,12,15,15,15,17,19,21,22,25,26,26,26,26,26,26,26,26,26,22,22,22,19,19,19,16,13,12,12,8,5,5,5,3,3,3,3,5,5
11,Queensland,Australia,-28.0167,153.4,0,0,0,0,0,0,0,1,3,2,3,2,2,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,8,8,8,10,10,5,5,5,7,7,10,12,12,27,38,53,60,70,86,136,176,213,251,311,389,435,484,546,616,646,679,733,771,823,861,888,895,744,757,766,604,589,597,606,610,551,552,554,560,271,275,275,280,280,282,282,217,98,101,94,84,79,63,53,52
12,South Australia,Australia,-34.9285,138.6007,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,3,5,5,5,5,5,7,7,13,16,17,26,26,34,39,47,64,97,131,167,164,229,251,281,293,299,331,361,361,350,361,361,358,357,360,297,246,247,246,246,189,189,150,100,100,100,62,57,46,40,33,32,23,20,14,14,14,12,7,7
13,Tasmania,Australia,-41.4545,145.9707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,3,3,5,5,6,7,7,10,7,7,13,19,25,25,33,44,44,57,61,61,63,62,65,67,73,75,58,61,69,60,70,81,80,91,106,106,96,106,114,121,122,120,121,108,92,80,78,71,70,63,55,51,50,44
14,Victoria,Australia,-37.8136,144.9631,0,0,0,0,1,1,1,1,2,3,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,5,6,3,3,4,4,8,11,14,14,28,41,49,63,86,113,113,113,221,285,285,314,369,368,400,491,574,626,622,621,609,602,580,554,528,560,580,480,302,325,328,341,159,167,148,129,133,142,119,120,79,70,73,68,67,52,49,52,53,53,66,88
15,Western Australia,Australia,-31.9505,115.8605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,2,2,2,2,3,5,8,8,13,16,16,27,30,34,51,63,89,119,139,174,173,228,228,248,281,312,321,342,334,306,342,358,294,294,313,319,297,292,292,295,270,270,188,194,197,198,103,96,88,81,76,63,55,55,47,36,36,32,23,19
16,,Austria,47.5162,14.5501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,9,14,18,21,29,41,55,79,104,129,178,242,297,497,648,853,1009,1328,1633,1998,2373,2797,3557,4444,5246,5549,6748,7374,7978,8223,8874,8957,9129,9222,9334,9088,8849,8614,8350,8157,7709,7172,6865,6608,6330,6209,5845,5080,4460,4014,3796,3694,3411,3087,2786,2669,2509,2401,2363,2208,2043,1961,1832,1782,1771
17,,Azerbaijan,40.1431,47.5769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,6,6,9,9,9,11,8,8,11,11,16,21,21,21,37,37,41,54,61,76,81,104,147,163,190,243,267,328,369,406,484,545,590,665,751,816,822,847,837,847,833,836,808,797,765,667,626,595,591,580,558,516,485,494,474,476,455,464,458,466
18,,Bahamas,25.0343,-77.3963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,4,4,4,4,4,8,9,9,10,13,13,19,22,22,24,24,20,22,28,28,29,33,33,33,35,35,39,39,36,36,40,44,44,47,47,52,47,47,46,46,45,46,48,48
19,,Bahrain,26.0275,50.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,33,33,36,41,47,49,49,52,55,56,81,81,81,88,160,160,151,166,154,136,146,167,177,184,179,183,226,212,238,250,235,207,223,232,268,228,258,286,261,265,294,348,341,363,380,479,572,764,876,1001,990,1008,1011,1115,1131,1182,994,1127,1397,1420,1450,1497,1493,1458,1532,1607,1708,1657
20,,Bangladesh,23.685,90.3563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,5,6,7,10,13,16,20,22,27,30,27,28,32,28,28,25,21,23,25,29,32,46,78,114,165,276,364,416,548,722,924,1132,1463,1705,1994,2290,2762,3185,3560,3951,4446,4745,5149,5630,6168,6790,7339,7894,8438,8215
21,,Barbados,13.1939,-59.5432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,5,6,14,17,18,18,18,24,26,33,33,34,34,46,51,52,49,52,54,52,52,52,53,56,55,55,53,55,55,53,53,51,45,45,40,40,42,34,35,35,34,35,35,30,31
22,,Belarus,53.7098,27.9534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,6,6,6,6,6,5,6,6,9,24,24,24,33,33,46,46,64,61,61,66,59,57,57,62,62,62,120,104,108,247,294,382,502,634,794,976,1331,1793,2031,2349,2687,3045,3489,3961,4395,4392,4238,5699,6091,6454,7024,7590,7950,8696,9474,10136,11025,11552,11906,12614,13410
23,,Belgium,50.8333,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,12,22,49,108,168,199,238,266,310,310,555,684,881,1052,1232,1441,1743,2219,2485,3063,3392,3686,4212,5340,6137,7718,9046,9859,10374,11004,11842,12755,13901,14493,15196,16002,16482,17296,18080,18686,19584,19979,20094,22026,22390,23014,23382,24056,25260,25956,26194,26507,27492,27991,28255,28602,29060,29075,29349,29437,29541,29753
24,,Benin,9.3077,2.3158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,5,6,6,6,6,6,6,6,8,12,12,14,14,17,20,20,20,20,29,29,29,29,16,16,16,16,16,16,26,26,26,26,26,26,30,30,30,30,30,46,46,46
25,,Bhutan,27.5142,90.4336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,3,3,2,2,2,2,2,2
26,,Bolivia,-16.2902,-63.5887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,10,10,11,11,12,12,15,19,24,27,29,32,43,61,74,80,93,101,107,114,122,128,145,170,178,193,244,247,253,274,301,320,362,398,408,431,457,500,527,528,616,709,766,820,863,863,934,934,1029,1029,1352
27,,Bosnia and Herzegovina,43.9159,17.6791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,3,5,7,11,13,18,24,25,24,36,61,87,90,123,133,161,171,186,228,248,309,341,390,427,497,535,573,601,598,663,691,722,736,770,777,792,807,816,847,848,883,890,879,854,855,874,828,837,833,846,840,902,961,956,988,955
28,,Brazil,-14.235,-51.9253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,4,4,13,13,20,25,31,38,52,151,151,162,199,318,367,613,780,1004,1519,1888,2199,2493,2902,3319,3787,4114,4300,5389,6469,7593,8570,9788,10517,11470,13221,15224,16969,18408,19430,20796,21929,20684,12558,14475,17515,20278,14062,16026,17347,17533,20132,22684,26107,28662,31701,35608,40040,45246,47751,49402,51784
29,,Brunei,4.5353,114.7277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,11,37,40,50,54,56,68,75,77,81,86,89,102,107,109,104,94,91,88,83,78,76,68,68,61,52,49,43,42,36,31,29,28,28,27,27,23,23,22,21,21,20,18,17,16,14,13,13,13,13,13,11,9
30,,Bulgaria,42.7339,25.4858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,6,6,22,39,49,50,65,90,91,124,157,181,195,212,235,253,281,313,324,334,374,392,422,441,452,474,488,512,527,546,556,571,578,582,597,606,640,664,684,691,719,760,801,855,983,995,1039,1099,1119,1140,1174,1211,1235,1237
31,,Burkina Faso,12.2383,-1.5616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,3,15,15,19,32,39,57,66,90,103,132,135,159,175,187,203,215,220,222,236,236,238,238,238,257,273,273,302,309,309,321,284,257,228,208,202,186,200,181,165,163,146,137,124,120,100,96,88,73,77
32,,Cabo Verde,16.5388,-23.0418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,2,3,3,4,4,5,5,5,5,5,5,6,6,5,5,5,5,5,6,6,8,9,54,54,54,56,59,65,66,71,80,86,88,104,107,111,111,116,103,132,130
33,,Cambodia,11.55,104.9167,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,4,6,6,6,32,34,36,50,52,83,86,87,86,86,88,86,82,86,86,84,76,79,64,64,61,57,54,57,47,45,45,45,31,26,24,24,19,17,15,12,12,12,5,5,5,3,3,3,3,2,2,2
34,,Cameroon,3.8480000000000003,11.5021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,4,10,10,13,20,27,40,56,66,72,72,87,87,128,128,182,217,289,484,529,624,632,606,660,660,710,710,710,710,704,666,810,810,818,670,816,791,723,623,719,768,779,842,732,837,837,837,1060,1060
46,,Central African Republic,6.6111,20.9394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,8,8,8,8,8,8,8,8,8,8,8,7,8,8,8,8,8,8,4,4,6,6,6,9,9,40,40,40,62,62,62
47,,Chad,15.4542,18.7322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,3,3,3,3,3,5,7,7,8,8,9,9,9,8,8,9,9,9,16,21,21,21,22,22,25,25,25,25,25,25,32,31,31,31,31,31,35,35,68,68
48,,Chile,-35.6751,-71.543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,4,8,8,13,23,23,43,61,74,155,201,238,238,428,531,623,736,903,1117,1280,1562,1842,2057,2285,2570,2781,3051,3288,3606,3819,4050,4175,4383,4641,4865,4990,5074,5076,5179,5242,5403,5515,5569,5617,5692,5716,5750,5840,5805,5931,6118,6288,6448,6612,7216,7756,8616,9362
49,Anhui,China,31.8257,117.2264,1,9,15,39,60,70,106,150,198,234,292,333,394,460,507,557,618,674,706,739,751,758,748,735,723,701,687,615,567,507,443,386,346,320,271,239,191,163,116,111,67,48,28,14,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
50,Beijing,China,40.1824,116.4142,14,22,35,39,66,77,86,106,109,133,158,181,199,204,228,242,263,279,287,291,291,293,294,289,273,268,263,261,244,238,223,217,206,197,181,161,157,146,132,129,124,118,113,113,115,115,112,105,101,101,93,86,80,81,84,79,83,92,93,100,114,129,149,150,152,153,155,157,154,154,154,150,142,139,137,136,131,125,116,111,107,102,97,90,87,82,76,76,75,71,69,67,61,60,60,59,48,46,42,37,37,37,31
51,Chongqing,China,30.0572,107.874,6,9,27,57,75,110,132,146,181,210,243,291,326,355,372,385,393,387,415,418,423,413,397,380,355,339,323,296,281,262,250,239,234,221,198,186,169,148,132,120,101,80,68,58,57,44,43,28,23,16,6,4,1,0,0,0,0,0,0,0,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0
52,Fujian,China,26.0789,117.9874,1,5,10,18,35,59,80,84,101,120,144,159,178,191,194,201,204,215,215,222,222,219,222,218,214,205,200,199,181,166,143,130,122,109,94,75,67,60,52,48,40,35,25,18,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,17,17,22,26,32,35,41,42,44,47,46,45,48,48,46,44,45,42,42,39,33,30,26,23,21,19,19,18,15,15,13,12,8,5,5,5,5,2,1,2,2,2,2
53,Gansu,China,37.8099,101.0583,0,2,2,4,7,14,19,24,26,29,40,48,52,53,56,56,58,66,65,64,60,54,49,49,39,34,31,27,24,18,13,13,11,9,9,8,8,7,7,5,4,3,2,13,30,31,35,34,35,37,37,37,38,40,40,40,40,41,34,19,20,20,15,15,13,11,9,11,11,11,9,9,9,5,5,5,5,4,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,Guangdong,China,23.3417,113.4244,26,30,51,76,109,147,203,272,344,425,521,617,704,783,846,901,945,982,989,991,964,943,925,897,882,849,794,759,720,685,638,606,581,553,518,489,450,406,359,326,284,242,210,163,129,108,89,84,71,66,59,52,49,48,47,49,49,52,64,67,76,75,87,89,104,111,118,118,125,130,136,134,138,130,129,129,124,117,108,102,103,101,93,98,96,92,94,89,82,79,73,63,49,43,36,37,32,26,23,15,15,13,11
55,Guangxi,China,23.8298,108.7881,2,5,23,23,36,46,49,56,76,85,98,109,120,129,137,154,155,166,176,185,181,189,187,188,189,186,183,171,156,153,147,143,141,137,116,103,89,82,74,69,58,48,40,36,33,32,27,20,16,12,9,7,7,7,2,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,Guizhou,China,26.8154,106.8748,1,3,3,4,5,7,9,8,11,27,27,36,44,56,54,64,74,81,91,98,109,114,107,111,101,97,88,78,74,72,67,54,42,42,40,40,32,32,32,32,30,30,30,30,30,29,27,21,15,11,7,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,Hainan,China,19.1959,109.7453,4,5,8,19,22,32,39,42,44,50,60,59,67,74,93,97,105,108,109,116,121,126,123,112,119,106,100,80,80,78,69,60,57,47,39,34,32,30,15,14,12,8,5,4,4,4,3,3,3,3,2,2,2,2,1,1,1,1,1,1,1,1,-6,-6,-6,-6,-6,-6,-6,-6,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,Hebei,China,39.549,116.1306,1,0,1,7,12,17,32,47,64,81,95,100,109,121,128,143,149,164,170,175,189,195,194,193,187,192,176,166,150,133,119,100,86,71,57,45,37,35,30,18,16,12,11,8,7,5,5,5,5,5,4,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,5,5,7,9,10,10,11,11,9,9,8,8,8,8,8,7,7,7,6,6,6,5,5,5,5,4,4,4,4,4,4,4,4,4,4
59,Heilongjiang,China,47.861999999999995,127.7615,0,2,3,8,14,20,32,37,42,57,76,91,117,149,181,216,262,277,287,294,324,339,353,361,346,355,361,342,338,328,292,263,246,241,225,219,197,184,166,125,111,101,94,89,72,65,56,38,34,33,28,23,22,16,14,13,10,10,8,8,5,6,3,3,2,2,2,2,2,2,2,6,7,9,22,42,62,86,126,155,178,201,257,336,358,377,388,407,413,420,425,429,430,409,411,367,340,339,339,344,326,327,274
60,Henan,China,33.882,113.61399999999999,5,5,9,32,82,127,167,203,274,347,417,481,548,646,715,793,825,861,874,876,880,881,863,816,808,778,721,716,670,609,512,421,384,309,250,219,184,140,81,52,45,19,16,11,6,6,3,3,3,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,3,3,2,3,3,3,3,3,3,3,3,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Hong Kong,China,22.3,114.2,0,2,2,5,8,8,8,10,10,12,13,15,15,16,20,23,24,25,28,37,48,48,51,54,54,54,57,59,56,60,61,61,61,58,63,65,66,62,60,58,62,61,66,60,59,55,53,53,52,58,59,53,58,60,67,70,85,109,154,171,213,252,281,304,339,405,445,525,555,582,614,651,668,685,680,694,715,692,676,676,660,640,645,574,554,528,484,452,419,391,375,351,332,306,280,261,246,222,203,187,176,171,156
62,Hubei,China,30.9756,112.2707,399,399,494,689,964,1302,3349,3341,4651,5461,6736,10532,12722,15677,18483,20677,23139,24881,26965,28532,29659,29612,43437,48175,49030,49847,50338,50633,49665,48510,48637,46439,46395,45044,43252,41603,39572,36829,34617,32610,30366,28174,25904,23972,22628,21207,19486,18247,16993,15593,14407,13171,11755,10421,9557,8685,7751,6988,6285,5715,5214,4768,4317,3827,3431,2895,2526,2049,1726,1461,1283,1132,987,834,648,577,518,448,401,351,320,303,244,219,179,146,129,122,109,105,102,97,47,23,12,0,0,0,0,0,0,0,0
63,Hunan,China,27.6104,111.7088,4,9,24,43,69,100,143,221,275,330,381,447,499,562,607,630,660,646,651,670,664,640,627,622,574,537,505,476,443,372,346,317,298,281,244,229,209,183,168,148,127,108,98,76,59,54,46,35,24,19,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,Inner Mongolia,China,44.0935,113.9448,0,0,1,7,7,11,15,16,19,19,22,26,33,34,39,42,45,47,49,53,53,54,55,59,61,62,64,65,65,59,58,49,48,41,40,37,32,30,26,23,21,15,11,9,9,7,4,4,4,3,3,3,3,3,1,1,1,0,0,0,0,0,0,2,14,17,19,20,22,32,36,42,42,42,42,43,46,49,46,48,75,105,106,98,95,98,89,88,88,89,85,85,85,82,76,68,53,52,49,48,46,46,44
65,Jiangsu,China,32.9711,119.455,1,5,9,17,32,46,69,98,128,163,196,229,263,296,318,339,365,388,397,411,422,418,431,436,418,399,368,349,313,275,258,230,213,179,173,153,133,116,108,95,88,69,54,48,37,25,19,10,4,4,2,1,1,0,0,0,0,0,0,0,2,2,5,7,9,10,10,13,14,15,15,16,19,19,18,18,18,18,18,17,16,15,15,12,11,11,10,10,10,10,9,8,7,7,7,7,7,6,5,3,3,3,3
66,Jiangxi,China,27.614,115.7221,2,7,18,18,36,70,106,106,157,233,277,321,373,456,521,563,616,643,667,665,675,691,701,712,702,684,654,622,571,500,444,378,320,288,250,214,179,144,123,103,84,64,50,33,25,18,15,11,7,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,Jilin,China,43.6661,126.1923,0,1,3,4,4,6,8,9,13,13,16,22,30,41,52,55,60,64,65,66,62,60,59,60,61,58,54,52,52,47,45,38,36,32,29,27,25,19,17,14,9,9,6,4,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,2,4,5,5,5,5,5,5,5,5,5,5,4,4,2,1,2,3,3,5,5,4,4,6,6,8,7,8,9,9,10,10,10,11,9,9,9,8
